k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
1,21,RAB,1,1,49,6,0,FORCED,1,1075,840
1,21,RAB,1,2,49,6,1,FORCED,2,1075,1230
1,21,RAB,1,3,49,6,2,FORCED,3,1075,1500
1,21,RAB,1,4,49,6,3,not_forced,3,1075,1740
1,21,RAB,1,5,49,6,4,not_forced,3,1075,2220
1,21,RAB,1,6,49,6,5,not_forced,3,1075,3680
1,21,RAB,1,7,49,2,0,not_forced,3,1075,3900
1,21,RAB,1,8,49,3,0,not_forced,3,1075,4110
1,21,RAB,1,9,49,4,0,not_forced,3,1075,4340
1,21,RAB,1,10,49,5,0,not_forced,3,1075,4560
1,21,RAB,1,11,49,6,6,not_forced,3,1075,8570
1,21,RAB,1,12,49,2,1,not_forced,3,1075,8790
1,21,RAB,1,13,49,3,1,not_forced,3,1075,9010
1,21,RAB,1,14,49,4,1,not_forced,3,1075,9230
1,21,RAB,1,15,49,5,1,not_forced,3,1075,9450
1,21,RAB,1,16,49,0,0,not_forced,3,1075,9800
1,21,RAB,1,17,49,1,0,not_forced,3,1075,10160
1,21,RAB,1,18,49,2,2,not_forced,3,1075,10400
1,21,RAB,1,19,49,3,2,not_forced,3,1075,10640
1,21,RAB,1,20,49,4,2,not_forced,3,1075,10880
1,21,RAB,1,21,49,5,2,not_forced,3,1075,11120
1,21,RAB,1,22,49,0,1,not_forced,3,1075,11570
1,21,RAB,1,23,49,1,1,not_forced,3,1075,12020
1,21,RAB,1,24,49,2,3,not_forced,3,1075,12320
1,21,RAB,1,25,49,3,3,not_forced,3,1075,12610
1,21,RAB,1,26,49,4,3,not_forced,3,1075,12910
1,21,RAB,1,27,49,5,3,not_forced,3,1075,13210
1,21,RAB,1,28,49,0,2,not_forced,3,1075,15880
1,21,RAB,1,29,49,1,2,not_forced,3,1075,18550
1,21,RAB,1,30,49,2,4,not_forced,3,1075,20460
1,21,RAB,1,31,49,3,4,not_forced,3,1075,22380
1,21,RAB,1,32,49,4,4,not_forced,3,1075,24310
1,21,RAB,1,33,49,5,4,not_forced,3,1075,26200
RESUME_JUMP_FINAL,1,21,3,1075,26200
RESUME_JUMP_FINAL,1,21,3,1075,26200
RESUME_JUMP_FINAL,1,21,3,1075,26200
FINAL_RAB,1,21,1075,46,true,2614980
1,21,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,3,1075,2614980
FORCED_VARS,1,21,3,p60 p61 p62
