k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
14,12,RAB,1,1,49,6,0,FORCED,1,1800,1870
14,12,RAB,1,2,49,6,1,FORCED,2,1800,2960
14,12,RAB,1,3,49,5,0,FORCED,3,1800,3710
14,12,RAB,1,4,49,5,1,FORCED,4,1800,4340
14,12,RAB,1,5,49,4,0,FORCED,5,1800,4820
14,12,RAB,1,6,49,4,1,FORCED,6,1800,5190
14,12,RAB,1,7,49,6,2,FORCED,7,1800,5430
14,12,RAB,1,8,49,6,3,not_forced,7,1800,5710
14,12,RAB,1,9,49,6,4,not_forced,7,1800,5990
14,12,RAB,1,10,49,6,5,not_forced,7,1800,6270
14,12,RAB,1,11,49,6,6,not_forced,7,1800,6520
14,12,RAB,1,12,49,5,2,FORCED,8,1800,6710
14,12,RAB,1,13,49,2,0,not_forced,8,1800,6960
14,12,RAB,1,14,49,2,1,not_forced,8,1800,7200
14,12,RAB,1,15,49,3,0,not_forced,8,1800,7440
14,12,RAB,1,16,49,3,1,not_forced,8,1800,7690
14,12,RAB,1,17,49,5,3,not_forced,8,1800,7910
14,12,RAB,1,18,49,5,4,not_forced,8,1800,8130
14,12,RAB,1,19,49,5,5,not_forced,8,1800,8350
14,12,RAB,1,20,49,5,6,not_forced,8,1800,8570
14,12,RAB,1,21,49,4,2,FORCED,9,1800,8710
14,12,RAB,1,22,49,4,3,not_forced,9,1800,8910
14,12,RAB,1,23,49,4,4,not_forced,9,1800,9100
14,12,RAB,1,24,49,4,5,not_forced,9,1800,9290
14,12,RAB,1,25,49,4,6,not_forced,9,1800,9480
14,12,RAB,1,26,49,1,0,not_forced,9,1800,9720
14,12,RAB,1,27,49,1,1,not_forced,9,1800,9940
14,12,RAB,1,28,49,2,2,not_forced,9,1800,10160
14,12,RAB,1,29,49,3,2,not_forced,9,1800,10370
14,12,RAB,1,30,49,2,3,not_forced,9,1800,10610
14,12,RAB,1,31,49,2,4,not_forced,9,1800,11040
14,12,RAB,1,32,49,2,5,not_forced,9,1800,11270
14,12,RAB,1,33,49,2,6,not_forced,9,1800,11480
14,12,RAB,1,34,49,3,3,not_forced,9,1800,11750
14,12,RAB,1,35,49,3,4,not_forced,9,1800,11990
14,12,RAB,1,36,49,3,5,not_forced,9,1800,12230
14,12,RAB,1,37,49,3,6,not_forced,9,1800,12450
RESUME_JUMP_FINAL,14,12,9,1800,12450
FINAL_RAB,14,12,1800,40,true,17250
14,12,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,9,1800,17250
FORCED_VARS,14,12,9,p40 p41 p42 p50 p51 p52 p60 p61 p62
