k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
10,1,RAB,1,1,49,6,0,FORCED,1,1927,2000
10,1,RAB,1,2,49,5,0,FORCED,2,1927,3170
10,1,RAB,1,3,49,6,1,FORCED,3,1927,4140
10,1,RAB,1,4,49,4,0,FORCED,4,1927,4940
10,1,RAB,1,5,49,5,1,FORCED,5,1927,5580
10,1,RAB,1,6,49,3,0,FORCED,6,1927,6090
10,1,RAB,1,7,49,4,1,FORCED,7,1927,6450
10,1,RAB,1,8,49,6,2,FORCED,8,1927,6730
10,1,RAB,1,9,49,6,3,FORCED,9,1927,6950
10,1,RAB,1,10,49,3,1,FORCED,10,1927,7110
10,1,RAB,1,11,49,5,2,FORCED,11,1927,7220
10,1,RAB,1,12,49,5,3,FORCED,12,1927,7320
10,1,RAB,1,13,49,2,0,not_forced,12,1927,7470
10,1,RAB,1,14,49,4,2,FORCED,13,1927,7550
10,1,RAB,1,15,49,4,3,FORCED,14,1927,7610
10,1,RAB,1,16,49,2,1,not_forced,14,1927,7690
10,1,RAB,1,17,49,1,0,not_forced,14,1927,7790
10,1,RAB,1,18,49,3,2,FORCED,15,1927,7850
10,1,RAB,1,19,49,3,3,FORCED,16,1927,7900
FINAL_RAB,10,1,1927,33,SKIPPED,7910
FINAL_SAT,10,1,1927,33,SKIPPED,7910
10,1,RAB,1,0,0,-1,-1,RESULT_DET0_TRUE,16,1927,7910
FORCED_VARS,10,1,16,p30 p31 p32 p33 p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
