k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
8,7,RAB,1,1,49,6,0,FORCED,1,1739,1660
8,7,RAB,1,2,49,5,0,FORCED,2,1739,2550
8,7,RAB,1,3,49,6,1,FORCED,3,1739,3320
8,7,RAB,1,4,49,6,2,FORCED,4,1739,4010
8,7,RAB,1,5,49,4,0,FORCED,5,1739,4500
8,7,RAB,1,6,49,5,1,FORCED,6,1739,4820
8,7,RAB,1,7,49,5,2,FORCED,7,1739,5080
8,7,RAB,1,8,49,6,3,FORCED,8,1739,5270
8,7,RAB,1,9,49,3,0,not_forced,8,1739,5510
8,7,RAB,1,10,49,4,1,FORCED,9,1739,5640
8,7,RAB,1,11,49,4,2,FORCED,10,1739,5760
8,7,RAB,1,12,49,2,0,not_forced,10,1739,5890
8,7,RAB,1,13,49,6,4,not_forced,10,1739,6030
8,7,RAB,1,14,49,6,5,not_forced,10,1739,6180
8,7,RAB,1,15,49,6,6,not_forced,10,1739,6320
8,7,RAB,1,16,49,5,3,FORCED,11,1739,6400
8,7,RAB,1,17,49,3,1,not_forced,11,1739,6500
8,7,RAB,1,18,49,3,2,not_forced,11,1739,6590
8,7,RAB,1,19,49,4,3,FORCED,12,1739,6670
8,7,RAB,1,20,49,1,0,not_forced,12,1739,6790
8,7,RAB,1,21,49,2,1,not_forced,12,1739,6880
8,7,RAB,1,22,49,2,2,not_forced,12,1739,6980
8,7,RAB,1,23,49,5,4,not_forced,12,1739,7060
8,7,RAB,1,24,49,5,5,not_forced,12,1739,7150
8,7,RAB,1,25,49,5,6,not_forced,12,1739,7230
8,7,RAB,1,26,49,4,4,not_forced,12,1739,7320
8,7,RAB,1,27,49,4,5,not_forced,12,1739,7410
8,7,RAB,1,28,49,4,6,not_forced,12,1739,7570
8,7,RAB,1,29,49,3,3,not_forced,12,1739,7670
8,7,RAB,1,30,49,1,1,not_forced,12,1739,7790
8,7,RAB,1,31,49,1,2,not_forced,12,1739,7910
8,7,RAB,1,32,49,0,0,not_forced,12,1739,8170
8,7,RAB,1,33,49,2,3,not_forced,12,1739,8300
8,7,RAB,1,34,49,3,4,not_forced,12,1739,8430
8,7,RAB,1,35,49,3,5,not_forced,12,1739,8550
8,7,RAB,1,36,49,3,6,not_forced,12,1739,8660
8,7,RAB,1,37,49,1,3,not_forced,12,1739,10720
8,7,RAB,1,38,49,2,4,not_forced,12,1739,10880
8,7,RAB,1,39,49,2,5,not_forced,12,1739,11020
8,7,RAB,1,40,49,2,6,not_forced,12,1739,11160
8,7,RAB,1,41,49,0,1,not_forced,12,1739,11440
8,7,RAB,1,42,49,0,2,not_forced,12,1739,11730
8,7,RAB,1,43,49,1,4,not_forced,12,1739,13930
8,7,RAB,1,44,49,1,5,not_forced,12,1739,16120
8,7,RAB,1,45,49,1,6,not_forced,12,1739,18140
8,7,RAB,1,46,49,0,3,not_forced,12,1739,24580
8,7,RAB,1,47,49,0,4,not_forced,12,1739,31080
8,7,RAB,1,48,49,0,5,not_forced,12,1739,37590
8,7,RAB,1,49,49,0,6,not_forced,12,1739,44060
FINAL_RAB,8,7,1739,37,true,47550
8,7,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,12,1739,47550
FORCED_VARS,8,7,12,p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
