k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
4,19,RAB,1,1,49,6,0,FORCED,1,1426,1110
4,19,RAB,1,2,49,6,1,FORCED,2,1426,1760
4,19,RAB,1,3,49,6,2,FORCED,3,1426,2260
4,19,RAB,1,4,49,6,3,FORCED,4,1426,2590
4,19,RAB,1,5,49,4,0,FORCED,5,1426,2820
4,19,RAB,1,6,49,5,0,FORCED,6,1426,3010
4,19,RAB,1,7,49,3,0,not_forced,6,1426,3230
4,19,RAB,1,8,49,4,1,FORCED,7,1426,3380
4,19,RAB,1,9,49,5,1,FORCED,8,1426,3510
4,19,RAB,1,10,49,6,4,not_forced,8,1426,3680
4,19,RAB,1,11,49,3,1,not_forced,8,1426,3810
4,19,RAB,1,12,49,4,2,FORCED,9,1426,3900
4,19,RAB,1,13,49,5,2,FORCED,10,1426,3980
4,19,RAB,1,14,49,3,2,not_forced,10,1426,4060
4,19,RAB,1,15,49,4,3,FORCED,11,1426,4120
4,19,RAB,1,16,49,5,3,FORCED,12,1426,4170
4,19,RAB,1,17,49,6,5,not_forced,12,1426,4500
4,19,RAB,1,18,49,3,3,not_forced,12,1426,4570
4,19,RAB,1,19,49,4,4,not_forced,12,1426,4640
4,19,RAB,1,20,49,5,4,not_forced,12,1426,4700
4,19,RAB,1,21,49,3,4,not_forced,12,1426,4840
4,19,RAB,1,22,49,6,6,not_forced,12,1426,6260
4,19,RAB,1,23,49,4,5,not_forced,12,1426,6550
4,19,RAB,1,24,49,5,5,not_forced,12,1426,6840
4,19,RAB,1,25,49,3,5,not_forced,12,1426,8140
4,19,RAB,1,26,49,0,0,not_forced,12,1426,8210
4,19,RAB,1,27,49,1,0,not_forced,12,1426,8290
4,19,RAB,1,28,49,2,0,not_forced,12,1426,8370
4,19,RAB,1,29,49,0,1,not_forced,12,1426,8450
4,19,RAB,1,30,49,1,1,not_forced,12,1426,8530
4,19,RAB,1,31,49,2,1,not_forced,12,1426,8610
4,19,RAB,1,32,49,0,2,not_forced,12,1426,8740
4,19,RAB,1,33,49,1,2,not_forced,12,1426,8880
4,19,RAB,1,34,49,2,2,not_forced,12,1426,9020
4,19,RAB,1,35,49,4,6,not_forced,12,1426,11140
4,19,RAB,1,36,49,5,6,not_forced,12,1426,13260
4,19,RAB,1,37,49,3,6,not_forced,12,1426,15480
4,19,RAB,1,38,49,0,3,not_forced,12,1426,16140
4,19,RAB,1,39,49,1,3,not_forced,12,1426,16760
RESUME_JUMP_FINAL,4,19,12,1426,16760
FINAL_RAB,4,19,1426,37,true,18030
4,19,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,12,1426,18030
FORCED_VARS,4,19,12,p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
