k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
3,1,RAB,1,1,49,6,0,FORCED,1,1804,1650
3,1,RAB,1,2,49,5,0,FORCED,2,1804,2650
3,1,RAB,1,3,49,6,1,FORCED,3,1804,3490
3,1,RAB,1,4,49,4,0,FORCED,4,1804,4180
3,1,RAB,1,5,49,5,1,FORCED,5,1804,4710
3,1,RAB,1,6,49,6,2,FORCED,6,1804,5140
3,1,RAB,1,7,49,3,0,FORCED,7,1804,5480
3,1,RAB,1,8,49,4,1,FORCED,8,1804,5710
3,1,RAB,1,9,49,5,2,FORCED,9,1804,5880
3,1,RAB,1,10,49,3,1,FORCED,10,1804,6020
3,1,RAB,1,11,49,4,2,FORCED,11,1804,6120
3,1,RAB,1,12,49,2,0,not_forced,11,1804,6290
3,1,RAB,1,13,49,6,3,not_forced,11,1804,6390
3,1,RAB,1,14,49,6,4,not_forced,11,1804,6490
3,1,RAB,1,15,49,3,2,FORCED,12,1804,6570
3,1,RAB,1,16,49,5,3,not_forced,12,1804,6660
3,1,RAB,1,17,49,5,4,not_forced,12,1804,6740
3,1,RAB,1,18,49,2,1,not_forced,12,1804,6850
3,1,RAB,1,19,49,1,0,not_forced,12,1804,6990
3,1,RAB,1,20,49,4,3,not_forced,12,1804,7090
3,1,RAB,1,21,49,4,4,not_forced,12,1804,7190
3,1,RAB,1,22,49,6,5,not_forced,12,1804,7300
3,1,RAB,1,23,49,2,2,not_forced,12,1804,7410
3,1,RAB,1,24,49,1,1,not_forced,12,1804,7570
3,1,RAB,1,25,49,3,3,not_forced,12,1804,7680
3,1,RAB,1,26,49,3,4,not_forced,12,1804,7790
3,1,RAB,1,27,49,5,5,not_forced,12,1804,7900
3,1,RAB,1,28,49,6,6,not_forced,12,1804,8030
3,1,RAB,1,29,49,1,2,not_forced,12,1804,8430
3,1,RAB,1,30,49,4,5,not_forced,12,1804,8580
3,1,RAB,1,31,49,5,6,not_forced,12,1804,8790
3,1,RAB,1,32,49,2,3,not_forced,12,1804,8950
3,1,RAB,1,33,49,2,4,not_forced,12,1804,9110
3,1,RAB,1,34,49,3,5,not_forced,12,1804,9300
3,1,RAB,1,35,49,4,6,not_forced,12,1804,9510
3,1,RAB,1,36,49,1,3,not_forced,12,1804,12070
3,1,RAB,1,37,49,1,4,not_forced,12,1804,13480
3,1,RAB,1,38,49,3,6,not_forced,12,1804,14430
3,1,RAB,1,39,49,2,5,not_forced,12,1804,14690
3,1,RAB,1,40,49,1,5,not_forced,12,1804,17440
3,1,RAB,1,41,49,2,6,not_forced,12,1804,19210
3,1,RAB,1,42,49,1,6,not_forced,12,1804,21880
3,1,RAB,1,43,49,0,0,not_forced,12,1804,24820
3,1,RAB,1,44,49,0,1,not_forced,12,1804,26510
3,1,RAB,1,45,49,0,2,not_forced,12,1804,29130
3,1,RAB,1,46,49,0,3,not_forced,12,1804,31750
3,1,RAB,1,47,49,0,4,not_forced,12,1804,34360
3,1,RAB,1,48,49,0,5,not_forced,12,1804,36990
3,1,RAB,1,49,49,0,6,not_forced,12,1804,39610
FINAL_RAB,3,1,1804,37,true,40870
3,1,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,12,1804,40870
FORCED_VARS,3,1,12,p30 p31 p32 p40 p41 p42 p50 p51 p52 p60 p61 p62
