k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
2,16,RAB,1,1,49,6,0,FORCED,1,1419,1210
2,16,RAB,1,2,49,6,1,FORCED,2,1419,1890
2,16,RAB,1,3,49,5,0,FORCED,3,1419,2430
2,16,RAB,1,4,49,5,1,FORCED,4,1419,2830
2,16,RAB,1,5,49,6,2,FORCED,5,1419,3140
2,16,RAB,1,6,49,5,2,FORCED,6,1419,3340
2,16,RAB,1,7,49,6,3,not_forced,6,1419,3570
2,16,RAB,1,8,49,2,0,not_forced,6,1419,3800
2,16,RAB,1,9,49,3,0,not_forced,6,1419,4030
2,16,RAB,1,10,49,4,0,not_forced,6,1419,4270
2,16,RAB,1,11,49,6,4,not_forced,6,1419,4500
2,16,RAB,1,12,49,5,3,not_forced,6,1419,4720
2,16,RAB,1,13,49,2,1,not_forced,6,1419,4940
2,16,RAB,1,14,49,3,1,not_forced,6,1419,5160
2,16,RAB,1,15,49,4,1,not_forced,6,1419,5390
2,16,RAB,1,16,49,6,5,not_forced,6,1419,5700
2,16,RAB,1,17,49,5,4,not_forced,6,1419,5930
2,16,RAB,1,18,49,2,2,not_forced,6,1419,6150
2,16,RAB,1,19,49,3,2,not_forced,6,1419,6390
2,16,RAB,1,20,49,4,2,not_forced,6,1419,6620
2,16,RAB,1,21,49,5,5,not_forced,6,1419,6980
2,16,RAB,1,22,49,1,0,not_forced,6,1419,9620
2,16,RAB,1,23,49,2,3,not_forced,6,1419,9960
2,16,RAB,1,24,49,3,3,not_forced,6,1419,10320
2,16,RAB,1,25,49,4,3,not_forced,6,1419,10680
2,16,RAB,1,26,49,1,1,not_forced,6,1419,12740
2,16,RAB,1,27,49,6,6,not_forced,6,1419,20530
2,16,RAB,1,28,49,2,4,not_forced,6,1419,20910
2,16,RAB,1,29,49,3,4,not_forced,6,1419,21300
RESUME_JUMP_FINAL,2,16,6,1419,21300
FINAL_RAB,2,16,1419,43,true,93330
2,16,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,6,1419,93330
FORCED_VARS,2,16,6,p50 p51 p52 p60 p61 p62
