k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
21,14,RAB,1,1,35,3,0,FORCED,1,2006,1090
21,14,RAB,1,2,35,3,1,FORCED,2,2006,2060
21,14,RAB,1,3,35,4,0,FORCED,3,2006,2950
21,14,RAB,1,4,35,4,1,FORCED,4,2006,3750
21,14,RAB,1,5,35,5,0,FORCED,5,2006,4460
21,14,RAB,1,6,35,5,1,FORCED,6,2006,5050
21,14,RAB,1,7,35,6,0,FORCED,7,2006,5560
21,14,RAB,1,8,35,6,1,FORCED,8,2006,5970
21,14,RAB,1,9,35,2,0,not_forced,8,2006,6410
21,14,RAB,1,10,35,2,1,not_forced,8,2006,6840
21,14,RAB,1,11,35,3,2,FORCED,9,2006,7130
21,14,RAB,1,12,35,3,3,FORCED,10,2006,7410
21,14,RAB,1,13,35,3,4,FORCED,11,2006,7650
21,14,RAB,1,14,35,3,5,FORCED,12,2006,7820
21,14,RAB,1,15,35,4,2,FORCED,13,2006,7960
21,14,RAB,1,16,35,4,3,FORCED,14,2006,8090
21,14,RAB,1,17,35,4,4,FORCED,15,2006,8200
21,14,RAB,1,18,35,4,5,FORCED,16,2006,8280
FINAL_RAB,21,14,2006,33,SKIPPED,8280
FINAL_SAT,21,14,2006,33,SKIPPED,8280
21,14,RAB,1,0,0,-1,-1,RESULT_DET0_TRUE,16,2006,8280
FORCED_VARS,21,14,16,p30 p31 p32 p33 p34 p35 p40 p41 p42 p43 p44 p45 p50 p51 p60 p61
