k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
5,2,RAB,1,1,49,6,0,FORCED,1,1886,1620
5,2,RAB,1,2,49,5,0,FORCED,2,1886,2690
5,2,RAB,1,3,49,6,1,FORCED,3,1886,3640
5,2,RAB,1,4,49,4,0,FORCED,4,1886,4380
5,2,RAB,1,5,49,6,2,FORCED,5,1886,4980
5,2,RAB,1,6,49,5,1,FORCED,6,1886,5460
5,2,RAB,1,7,49,3,0,FORCED,7,1886,5840
5,2,RAB,1,8,49,4,1,FORCED,8,1886,6130
5,2,RAB,1,9,49,6,3,FORCED,9,1886,6340
5,2,RAB,1,10,49,5,2,FORCED,10,1886,6510
5,2,RAB,1,11,49,3,1,FORCED,11,1886,6640
5,2,RAB,1,12,49,4,2,FORCED,12,1886,6740
5,2,RAB,1,13,49,5,3,FORCED,13,1886,6820
5,2,RAB,1,14,49,2,0,not_forced,13,1886,6920
5,2,RAB,1,15,49,4,3,FORCED,14,1886,6980
5,2,RAB,1,16,49,3,2,FORCED,15,1886,7040
5,2,RAB,1,17,49,6,4,not_forced,15,1886,7090
5,2,RAB,1,18,49,2,1,not_forced,15,1886,7140
5,2,RAB,1,19,49,3,3,FORCED,16,1886,7190
FINAL_RAB,5,2,1886,33,SKIPPED,7190
FINAL_SAT,5,2,1886,33,SKIPPED,7190
5,2,RAB,1,0,0,-1,-1,RESULT_DET0_TRUE,16,1886,7190
FORCED_VARS,5,2,16,p30 p31 p32 p33 p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
