k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
6,13,RAB,1,1,49,6,0,FORCED,1,1692,1360
6,13,RAB,1,2,49,6,1,FORCED,2,1692,2270
6,13,RAB,1,3,49,4,0,FORCED,3,1692,2940
6,13,RAB,1,4,49,5,0,FORCED,4,1692,3530
6,13,RAB,1,5,49,6,2,FORCED,5,1692,4010
6,13,RAB,1,6,49,6,3,FORCED,6,1692,4350
6,13,RAB,1,7,49,4,1,FORCED,7,1692,4600
6,13,RAB,1,8,49,5,1,FORCED,8,1692,4810
6,13,RAB,1,9,49,4,2,FORCED,9,1692,4960
6,13,RAB,1,10,49,5,2,FORCED,10,1692,5080
6,13,RAB,1,11,49,6,4,not_forced,10,1692,5200
6,13,RAB,1,12,49,4,3,FORCED,11,1692,5290
6,13,RAB,1,13,49,5,3,FORCED,12,1692,5370
6,13,RAB,1,14,49,3,0,not_forced,12,1692,5440
6,13,RAB,1,15,49,4,4,not_forced,12,1692,5500
6,13,RAB,1,16,49,5,4,not_forced,12,1692,5560
6,13,RAB,1,17,49,3,1,not_forced,12,1692,5630
6,13,RAB,1,18,49,3,2,not_forced,12,1692,5690
6,13,RAB,1,19,49,3,3,not_forced,12,1692,5760
6,13,RAB,1,20,49,6,5,not_forced,12,1692,5860
6,13,RAB,1,21,49,1,0,not_forced,12,1692,5920
6,13,RAB,1,22,49,2,0,not_forced,12,1692,5990
6,13,RAB,1,23,49,3,4,not_forced,12,1692,6080
6,13,RAB,1,24,49,4,5,not_forced,12,1692,6230
6,13,RAB,1,25,49,5,5,not_forced,12,1692,6370
6,13,RAB,1,26,49,1,1,not_forced,12,1692,6460
6,13,RAB,1,27,49,2,1,not_forced,12,1692,6540
6,13,RAB,1,28,49,1,2,not_forced,12,1692,6640
6,13,RAB,1,29,49,2,2,not_forced,12,1692,6750
6,13,RAB,1,30,49,1,3,not_forced,12,1692,6900
6,13,RAB,1,31,49,2,3,not_forced,12,1692,7040
6,13,RAB,1,32,49,6,6,not_forced,12,1692,7510
6,13,RAB,1,33,49,3,5,not_forced,12,1692,8240
6,13,RAB,1,34,49,1,4,not_forced,12,1692,8630
6,13,RAB,1,35,49,2,4,not_forced,12,1692,9020
6,13,RAB,1,36,49,4,6,not_forced,12,1692,9940
6,13,RAB,1,37,49,5,6,not_forced,12,1692,10850
6,13,RAB,1,38,49,0,0,not_forced,12,1692,11310
6,13,RAB,1,39,49,0,1,not_forced,12,1692,12210
6,13,RAB,1,40,49,1,5,not_forced,12,1692,13150
6,13,RAB,1,41,49,2,5,not_forced,12,1692,14080
6,13,RAB,1,42,49,0,2,not_forced,12,1692,14990
6,13,RAB,1,43,49,3,6,not_forced,12,1692,15900
6,13,RAB,1,44,49,0,3,not_forced,12,1692,16860
6,13,RAB,1,45,49,0,4,not_forced,12,1692,17810
6,13,RAB,1,46,49,1,6,not_forced,12,1692,18730
6,13,RAB,1,47,49,2,6,not_forced,12,1692,19640
6,13,RAB,1,48,49,0,5,not_forced,12,1692,20550
6,13,RAB,1,49,49,0,6,not_forced,12,1692,21460
FINAL_RAB,6,13,1692,37,true,21870
6,13,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,12,1692,21870
FORCED_VARS,6,13,12,p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
