k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
18,9,RAB,1,1,49,6,0,FORCED,1,1961,1670
18,9,RAB,1,2,49,6,1,FORCED,2,1961,2870
18,9,RAB,1,3,49,4,0,FORCED,3,1961,3770
18,9,RAB,1,4,49,4,1,FORCED,4,1961,4550
18,9,RAB,1,5,49,5,0,FORCED,5,1961,5220
18,9,RAB,1,6,49,5,1,FORCED,6,1961,5770
18,9,RAB,1,7,49,6,2,FORCED,7,1961,6200
18,9,RAB,1,8,49,6,3,FORCED,8,1961,6540
18,9,RAB,1,9,49,6,4,FORCED,9,1961,6810
18,9,RAB,1,10,49,4,2,FORCED,10,1961,6980
18,9,RAB,1,11,49,4,3,FORCED,11,1961,7130
18,9,RAB,1,12,49,4,4,FORCED,12,1961,7250
18,9,RAB,1,13,49,5,2,FORCED,13,1961,7340
18,9,RAB,1,14,49,5,3,FORCED,14,1961,7420
18,9,RAB,1,15,49,5,4,FORCED,15,1961,7480
FINAL_RAB,18,9,1961,34,SKIPPED,7480
FINAL_SAT,18,9,1961,34,SKIPPED,7480
18,9,RAB,1,0,0,-1,-1,RESULT_DET0_TRUE,15,1961,7480
FORCED_VARS,18,9,15,p40 p41 p42 p43 p44 p50 p51 p52 p53 p54 p60 p61 p62 p63 p64
