k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
13,21,RAB,1,1,49,6,0,FORCED,1,1200,950
13,21,RAB,1,2,49,6,1,FORCED,2,1200,1510
13,21,RAB,1,3,49,6,2,FORCED,3,1200,1920
13,21,RAB,1,4,49,6,3,FORCED,4,1200,2160
13,21,RAB,1,5,49,6,4,not_forced,4,1200,2540
13,21,RAB,1,6,49,6,5,not_forced,4,1200,2900
13,21,RAB,1,7,49,2,0,not_forced,4,1200,3060
13,21,RAB,1,8,49,3,0,not_forced,4,1200,3210
13,21,RAB,1,9,49,4,0,not_forced,4,1200,3370
13,21,RAB,1,10,49,5,0,not_forced,4,1200,3530
13,21,RAB,1,11,49,6,6,not_forced,4,1200,8040
13,21,RAB,1,12,49,2,1,not_forced,4,1200,8200
13,21,RAB,1,13,49,2,2,not_forced,4,1200,8350
13,21,RAB,1,14,49,3,1,not_forced,4,1200,8510
13,21,RAB,1,15,49,3,2,not_forced,4,1200,8660
13,21,RAB,1,16,49,4,1,not_forced,4,1200,8820
13,21,RAB,1,17,49,4,2,not_forced,4,1200,8970
13,21,RAB,1,18,49,5,1,not_forced,4,1200,9120
13,21,RAB,1,19,49,5,2,not_forced,4,1200,9280
13,21,RAB,1,20,49,0,0,not_forced,4,1200,9460
13,21,RAB,1,21,49,1,0,not_forced,4,1200,9650
13,21,RAB,1,22,49,2,3,not_forced,4,1200,9820
13,21,RAB,1,23,49,3,3,not_forced,4,1200,10000
13,21,RAB,1,24,49,4,3,not_forced,4,1200,10170
13,21,RAB,1,25,49,5,3,not_forced,4,1200,10350
13,21,RAB,1,26,49,0,1,not_forced,4,1200,10530
13,21,RAB,1,27,49,0,2,not_forced,4,1200,10700
13,21,RAB,1,28,49,1,1,not_forced,4,1200,10880
13,21,RAB,1,29,49,1,2,not_forced,4,1200,11060
13,21,RAB,1,30,49,0,3,not_forced,4,1200,13070
13,21,RAB,1,31,49,1,3,not_forced,4,1200,15060
13,21,RAB,1,32,49,2,4,not_forced,4,1200,15470
RESUME_JUMP_FINAL,13,21,4,1200,15470
FINAL_RAB,13,21,1200,45,true,21620
13,21,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,4,1200,21630
FORCED_VARS,13,21,4,p60 p61 p62 p63
