k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
16,21,RAB,1,1,49,6,0,FORCED,1,1275,880
16,21,RAB,1,2,49,6,1,FORCED,2,1275,1440
16,21,RAB,1,3,49,6,2,FORCED,3,1275,1820
16,21,RAB,1,4,49,6,3,FORCED,4,1275,2110
16,21,RAB,1,5,49,6,4,FORCED,5,1275,2300
16,21,RAB,1,6,49,6,5,not_forced,5,1275,2520
16,21,RAB,1,7,49,2,0,not_forced,5,1275,2600
16,21,RAB,1,8,49,3,0,not_forced,5,1275,2680
16,21,RAB,1,9,49,4,0,not_forced,5,1275,2760
16,21,RAB,1,10,49,5,0,not_forced,5,1275,2840
16,21,RAB,1,11,49,2,1,not_forced,5,1275,2930
16,21,RAB,1,12,49,3,1,not_forced,5,1275,3010
16,21,RAB,1,13,49,4,1,not_forced,5,1275,3100
16,21,RAB,1,14,49,5,1,not_forced,5,1275,3190
16,21,RAB,1,15,49,6,6,not_forced,5,1275,4310
16,21,RAB,1,16,49,0,0,not_forced,5,1275,4420
16,21,RAB,1,17,49,1,0,not_forced,5,1275,4520
16,21,RAB,1,18,49,2,2,not_forced,5,1275,4640
16,21,RAB,1,19,49,2,3,not_forced,5,1275,4750
16,21,RAB,1,20,49,2,4,not_forced,5,1275,4870
16,21,RAB,1,21,49,3,2,not_forced,5,1275,4980
16,21,RAB,1,22,49,3,3,not_forced,5,1275,5100
16,21,RAB,1,23,49,3,4,not_forced,5,1275,5230
16,21,RAB,1,24,49,4,2,not_forced,5,1275,5350
16,21,RAB,1,25,49,4,3,not_forced,5,1275,5460
16,21,RAB,1,26,49,4,4,not_forced,5,1275,5560
16,21,RAB,1,27,49,5,2,not_forced,5,1275,5670
16,21,RAB,1,28,49,5,3,not_forced,5,1275,5780
16,21,RAB,1,29,49,5,4,not_forced,5,1275,5900
16,21,RAB,1,30,49,0,1,not_forced,5,1275,6020
16,21,RAB,1,31,49,1,1,not_forced,5,1275,6130
16,21,RAB,1,32,49,0,2,not_forced,5,1275,7720
16,21,RAB,1,33,49,0,3,not_forced,5,1275,9310
16,21,RAB,1,34,49,0,4,not_forced,5,1275,10880
16,21,RAB,1,35,49,1,2,not_forced,5,1275,12460
16,21,RAB,1,36,49,1,3,not_forced,5,1275,14040
16,21,RAB,1,37,49,1,4,not_forced,5,1275,15600
RESUME_JUMP_FINAL,16,21,5,1275,15600
FINAL_RAB,16,21,1275,44,true,17180
16,21,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,5,1275,17180
FORCED_VARS,16,21,5,p60 p61 p62 p63 p64
