k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
9,10,RAB,1,1,42,4,0,FORCED,1,1739,1320
9,10,RAB,1,2,42,4,1,FORCED,2,1739,2420
9,10,RAB,1,3,42,5,0,FORCED,3,1739,3370
9,10,RAB,1,4,42,5,1,FORCED,4,1739,4130
9,10,RAB,1,5,42,6,0,FORCED,5,1739,4730
9,10,RAB,1,6,42,6,1,FORCED,6,1739,5170
9,10,RAB,1,7,42,2,0,not_forced,6,1739,5610
9,10,RAB,1,8,42,2,1,not_forced,6,1739,6060
9,10,RAB,1,9,42,3,0,not_forced,6,1739,6490
9,10,RAB,1,10,42,3,1,not_forced,6,1739,6930
9,10,RAB,1,11,42,4,2,FORCED,7,1739,7190
9,10,RAB,1,12,42,4,3,FORCED,8,1739,7410
9,10,RAB,1,13,42,5,2,FORCED,9,1739,7600
9,10,RAB,1,14,42,5,3,FORCED,10,1739,7750
9,10,RAB,1,15,42,6,2,FORCED,11,1739,7860
9,10,RAB,1,16,42,6,3,FORCED,12,1739,7960
9,10,RAB,1,17,42,4,4,not_forced,12,1739,8060
9,10,RAB,1,18,42,4,5,not_forced,12,1739,8150
9,10,RAB,1,19,42,5,4,not_forced,12,1739,8240
9,10,RAB,1,20,42,5,5,not_forced,12,1739,8330
9,10,RAB,1,21,42,6,4,not_forced,12,1739,8440
9,10,RAB,1,22,42,6,5,not_forced,12,1739,8530
9,10,RAB,1,23,42,2,2,not_forced,12,1739,8620
9,10,RAB,1,24,42,2,3,not_forced,12,1739,8710
9,10,RAB,1,25,42,3,2,not_forced,12,1739,8810
9,10,RAB,1,26,42,3,3,not_forced,12,1739,8900
9,10,RAB,1,27,42,2,4,not_forced,12,1739,9000
9,10,RAB,1,28,42,2,5,not_forced,12,1739,9100
9,10,RAB,1,29,42,3,4,not_forced,12,1739,9190
9,10,RAB,1,30,42,3,5,not_forced,12,1739,9270
9,10,RAB,1,31,42,1,0,not_forced,12,1739,9520
9,10,RAB,1,32,42,1,1,not_forced,12,1739,9770
9,10,RAB,1,33,42,4,6,not_forced,12,1739,9880
9,10,RAB,1,34,42,5,6,not_forced,12,1739,9990
9,10,RAB,1,35,42,6,6,not_forced,12,1739,10100
9,10,RAB,1,36,42,1,2,not_forced,12,1739,10340
9,10,RAB,1,37,42,1,3,not_forced,12,1739,10580
9,10,RAB,1,38,42,2,6,not_forced,12,1739,10810
9,10,RAB,1,39,42,3,6,not_forced,12,1739,11050
9,10,RAB,1,40,42,1,4,not_forced,12,1739,11280
9,10,RAB,1,41,42,1,5,not_forced,12,1739,11520
9,10,RAB,1,42,42,1,6,not_forced,12,1739,11760
FINAL_RAB,9,10,1739,37,true,11880
9,10,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,12,1739,11880
FORCED_VARS,9,10,12,p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
