k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
1,10,RAB,1,1,42,4,0,FORCED,1,1591,1220
1,10,RAB,1,2,42,5,0,FORCED,2,1591,2240
1,10,RAB,1,3,42,6,0,FORCED,3,1591,3040
1,10,RAB,1,4,42,4,1,FORCED,4,1591,3520
1,10,RAB,1,5,42,5,1,FORCED,5,1591,3930
1,10,RAB,1,6,42,6,1,FORCED,6,1591,4270
1,10,RAB,1,7,42,2,0,not_forced,6,1591,4670
1,10,RAB,1,8,42,3,0,not_forced,6,1591,5060
1,10,RAB,1,9,42,4,2,FORCED,7,1591,5300
1,10,RAB,1,10,42,5,2,FORCED,8,1591,5500
1,10,RAB,1,11,42,6,2,FORCED,9,1591,5650
1,10,RAB,1,12,42,4,3,not_forced,9,1591,5800
1,10,RAB,1,13,42,5,3,not_forced,9,1591,5940
1,10,RAB,1,14,42,6,3,not_forced,9,1591,6080
1,10,RAB,1,15,42,2,1,not_forced,9,1591,6240
1,10,RAB,1,16,42,3,1,not_forced,9,1591,6390
1,10,RAB,1,17,42,2,2,not_forced,9,1591,6530
1,10,RAB,1,18,42,3,2,not_forced,9,1591,6680
1,10,RAB,1,19,42,4,4,not_forced,9,1591,6820
1,10,RAB,1,20,42,5,4,not_forced,9,1591,6960
1,10,RAB,1,21,42,6,4,not_forced,9,1591,7110
1,10,RAB,1,22,42,2,3,not_forced,9,1591,7280
1,10,RAB,1,23,42,3,3,not_forced,9,1591,7460
1,10,RAB,1,24,42,4,5,not_forced,9,1591,7640
1,10,RAB,1,25,42,5,5,not_forced,9,1591,7830
1,10,RAB,1,26,42,6,5,not_forced,9,1591,8010
1,10,RAB,1,27,42,1,0,not_forced,9,1591,8640
1,10,RAB,1,28,42,2,4,not_forced,9,1591,8880
1,10,RAB,1,29,42,3,4,not_forced,9,1591,9120
1,10,RAB,1,30,42,2,5,not_forced,9,1591,9360
1,10,RAB,1,31,42,3,5,not_forced,9,1591,9620
1,10,RAB,1,32,42,4,6,not_forced,9,1591,9830
1,10,RAB,1,33,42,5,6,not_forced,9,1591,10040
1,10,RAB,1,34,42,6,6,not_forced,9,1591,10240
1,10,RAB,1,35,42,1,1,not_forced,9,1591,11010
1,10,RAB,1,36,42,1,2,not_forced,9,1591,12360
1,10,RAB,1,37,42,1,3,not_forced,9,1591,13680
1,10,RAB,1,38,42,2,6,not_forced,9,1591,14530
1,10,RAB,1,39,42,3,6,not_forced,9,1591,15460
1,10,RAB,1,40,42,1,4,not_forced,9,1591,16780
1,10,RAB,1,41,42,1,5,not_forced,9,1591,18110
1,10,RAB,1,42,42,1,6,not_forced,9,1591,19430
1,10,RAB,2,1,33,2,0,not_forced,9,1591,19650
1,10,RAB,2,2,33,3,0,not_forced,9,1591,19830
1,10,RAB,2,3,33,4,3,not_forced,9,1591,19970
1,10,RAB,2,4,33,5,3,not_forced,9,1591,20120
1,10,RAB,2,5,33,6,3,not_forced,9,1591,20260
1,10,RAB,2,6,33,2,1,not_forced,9,1591,20420
1,10,RAB,2,7,33,3,1,not_forced,9,1591,20560
1,10,RAB,2,8,33,2,2,not_forced,9,1591,20710
1,10,RAB,2,9,33,3,2,not_forced,9,1591,20860
1,10,RAB,2,10,33,4,4,not_forced,9,1591,21000
1,10,RAB,2,11,33,5,4,not_forced,9,1591,21140
1,10,RAB,2,12,33,6,4,not_forced,9,1591,21280
1,10,RAB,2,13,33,2,3,not_forced,9,1591,21450
1,10,RAB,2,14,33,3,3,not_forced,9,1591,21650
1,10,RAB,2,15,33,4,5,not_forced,9,1591,21830
1,10,RAB,2,16,33,5,5,not_forced,9,1591,22010
1,10,RAB,2,17,33,6,5,not_forced,9,1591,22190
1,10,RAB,2,18,33,1,0,not_forced,9,1591,22830
1,10,RAB,2,19,33,2,4,not_forced,9,1591,23060
1,10,RAB,2,20,33,3,4,not_forced,9,1591,23310
1,10,RAB,2,21,33,2,5,not_forced,9,1591,23550
1,10,RAB,2,22,33,3,5,not_forced,9,1591,23800
1,10,RAB,2,23,33,4,6,not_forced,9,1591,24010
1,10,RAB,2,24,33,5,6,not_forced,9,1591,24220
1,10,RAB,2,25,33,6,6,not_forced,9,1591,24430
1,10,RAB,2,26,33,1,1,not_forced,9,1591,25200
1,10,RAB,2,27,33,1,2,not_forced,9,1591,26530
1,10,RAB,2,28,33,1,3,not_forced,9,1591,27870
1,10,RAB,2,29,33,2,6,not_forced,9,1591,28720
1,10,RAB,2,30,33,3,6,not_forced,9,1591,29650
1,10,RAB,2,31,33,1,4,not_forced,9,1591,30970
1,10,RAB,2,32,33,1,5,not_forced,9,1591,32320
1,10,RAB,2,33,33,1,6,not_forced,9,1591,33630
FINAL_RAB,1,10,1591,40,true,34660
FINAL_SAT,1,10,1591,40,true,36310
1,10,RAB,2,0,0,-1,-1,RESULT_BOTH_TRUE,9,1591,36310
FORCED_VARS,1,10,9,p40 p41 p42 p50 p51 p52 p60 p61 p62
