k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
11,14,RAB,1,1,35,3,0,FORCED,1,1632,920
11,14,RAB,1,2,35,4,0,FORCED,2,1632,1690
11,14,RAB,1,3,35,5,0,FORCED,3,1632,2320
11,14,RAB,1,4,35,6,0,FORCED,4,1632,2830
11,14,RAB,1,5,35,2,0,not_forced,4,1632,3440
11,14,RAB,1,6,35,3,1,FORCED,5,1632,3710
11,14,RAB,1,7,35,3,2,FORCED,6,1632,3970
11,14,RAB,1,8,35,3,3,FORCED,7,1632,4200
11,14,RAB,1,9,35,3,4,FORCED,8,1632,4390
11,14,RAB,1,10,35,4,1,FORCED,9,1632,4530
11,14,RAB,1,11,35,4,2,FORCED,10,1632,4650
11,14,RAB,1,12,35,4,3,FORCED,11,1632,4770
11,14,RAB,1,13,35,4,4,FORCED,12,1632,4870
11,14,RAB,1,14,35,5,1,FORCED,13,1632,4940
11,14,RAB,1,15,35,5,2,FORCED,14,1632,5000
11,14,RAB,1,16,35,5,3,FORCED,15,1632,5060
11,14,RAB,1,17,35,5,4,FORCED,16,1632,5100
FINAL_RAB,11,14,1632,33,SKIPPED,5110
FINAL_SAT,11,14,1632,33,SKIPPED,5110
11,14,RAB,1,0,0,-1,-1,RESULT_DET0_TRUE,16,1632,5110
FORCED_VARS,11,14,16,p30 p31 p32 p33 p34 p40 p41 p42 p43 p44 p50 p51 p52 p53 p54 p60
