k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
9,8,RAB,1,1,42,4,0,FORCED,1,1739,1350
9,8,RAB,1,2,42,4,1,FORCED,2,1739,2440
9,8,RAB,1,3,42,5,0,FORCED,3,1739,3400
9,8,RAB,1,4,42,5,1,FORCED,4,1739,4160
9,8,RAB,1,5,42,6,0,FORCED,5,1739,4780
9,8,RAB,1,6,42,6,1,FORCED,6,1739,5220
9,8,RAB,1,7,42,3,0,not_forced,6,1739,5690
9,8,RAB,1,8,42,3,1,not_forced,6,1739,6150
9,8,RAB,1,9,42,4,2,FORCED,7,1739,6420
9,8,RAB,1,10,42,4,3,FORCED,8,1739,6650
9,8,RAB,1,11,42,5,2,FORCED,9,1739,6840
9,8,RAB,1,12,42,5,3,FORCED,10,1739,6990
9,8,RAB,1,13,42,6,2,FORCED,11,1739,7110
9,8,RAB,1,14,42,6,3,FORCED,12,1739,7210
9,8,RAB,1,15,42,3,2,not_forced,12,1739,7310
9,8,RAB,1,16,42,3,3,not_forced,12,1739,7430
9,8,RAB,1,17,42,1,0,not_forced,12,1739,7550
9,8,RAB,1,18,42,1,1,not_forced,12,1739,7660
9,8,RAB,1,19,42,2,0,not_forced,12,1739,7790
9,8,RAB,1,20,42,2,1,not_forced,12,1739,7910
9,8,RAB,1,21,42,4,4,not_forced,12,1739,8020
9,8,RAB,1,22,42,4,5,not_forced,12,1739,8120
9,8,RAB,1,23,42,5,4,not_forced,12,1739,8240
9,8,RAB,1,24,42,5,5,not_forced,12,1739,8350
9,8,RAB,1,25,42,6,4,not_forced,12,1739,8460
9,8,RAB,1,26,42,6,5,not_forced,12,1739,8570
9,8,RAB,1,27,42,3,4,not_forced,12,1739,8730
9,8,RAB,1,28,42,3,5,not_forced,12,1739,8890
9,8,RAB,1,29,42,1,2,not_forced,12,1739,9390
9,8,RAB,1,30,42,1,3,not_forced,12,1739,9890
9,8,RAB,1,31,42,2,2,not_forced,12,1739,10380
9,8,RAB,1,32,42,2,3,not_forced,12,1739,10880
9,8,RAB,1,33,42,4,6,not_forced,12,1739,11230
9,8,RAB,1,34,42,5,6,not_forced,12,1739,11590
9,8,RAB,1,35,42,6,6,not_forced,12,1739,11960
9,8,RAB,1,36,42,3,6,not_forced,12,1739,12880
9,8,RAB,1,37,42,1,4,not_forced,12,1739,13380
9,8,RAB,1,38,42,1,5,not_forced,12,1739,13860
9,8,RAB,1,39,42,2,4,not_forced,12,1739,14360
9,8,RAB,1,40,42,2,5,not_forced,12,1739,14850
9,8,RAB,1,41,42,1,6,not_forced,12,1739,15780
9,8,RAB,1,42,42,2,6,not_forced,12,1739,16700
FINAL_RAB,9,8,1739,37,true,17390
9,8,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,12,1739,17390
FORCED_VARS,9,8,12,p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
