k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
4,5,RAB,1,1,49,6,0,FORCED,1,1748,1400
4,5,RAB,1,2,49,6,1,FORCED,2,1748,2380
4,5,RAB,1,3,49,6,2,FORCED,3,1748,3100
4,5,RAB,1,4,49,5,0,FORCED,4,1748,3680
4,5,RAB,1,5,49,5,1,FORCED,5,1748,4170
4,5,RAB,1,6,49,4,0,FORCED,6,1748,4560
4,5,RAB,1,7,49,6,3,FORCED,7,1748,4860
4,5,RAB,1,8,49,4,1,FORCED,8,1748,5080
4,5,RAB,1,9,49,5,2,FORCED,9,1748,5250
4,5,RAB,1,10,49,4,2,FORCED,10,1748,5370
4,5,RAB,1,11,49,3,0,not_forced,10,1748,5510
4,5,RAB,1,12,49,5,3,FORCED,11,1748,5600
4,5,RAB,1,13,49,6,4,not_forced,11,1748,5720
4,5,RAB,1,14,49,3,1,not_forced,11,1748,5810
4,5,RAB,1,15,49,4,3,FORCED,12,1748,5880
4,5,RAB,1,16,49,2,0,not_forced,12,1748,5960
4,5,RAB,1,17,49,3,2,not_forced,12,1748,6040
4,5,RAB,1,18,49,5,4,not_forced,12,1748,6110
4,5,RAB,1,19,49,2,1,not_forced,12,1748,6200
4,5,RAB,1,20,49,6,5,not_forced,12,1748,6310
4,5,RAB,1,21,49,3,3,not_forced,12,1748,6410
4,5,RAB,1,22,49,4,4,not_forced,12,1748,6490
4,5,RAB,1,23,49,2,2,not_forced,12,1748,6590
4,5,RAB,1,24,49,1,0,not_forced,12,1748,6730
4,5,RAB,1,25,49,5,5,not_forced,12,1748,6890
4,5,RAB,1,26,49,2,3,not_forced,12,1748,7030
4,5,RAB,1,27,49,1,1,not_forced,12,1748,7170
4,5,RAB,1,28,49,3,4,not_forced,12,1748,7300
4,5,RAB,1,29,49,4,5,not_forced,12,1748,7500
4,5,RAB,1,30,49,6,6,not_forced,12,1748,7990
4,5,RAB,1,31,49,1,2,not_forced,12,1748,8170
4,5,RAB,1,32,49,2,4,not_forced,12,1748,8420
4,5,RAB,1,33,49,1,3,not_forced,12,1748,8860
RESUME_JUMP_FINAL,4,5,12,1748,8860
FINAL_RAB,4,5,1748,37,true,9380
4,5,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,12,1748,9380
FORCED_VARS,4,5,12,p40 p41 p42 p43 p50 p51 p52 p53 p60 p61 p62 p63
