k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
14,18,RAB,1,1,49,5,0,FORCED,1,1550,1520
14,18,RAB,1,2,49,5,1,FORCED,2,1550,2630
14,18,RAB,1,3,49,6,0,FORCED,3,1550,3430
14,18,RAB,1,4,49,6,1,FORCED,4,1550,3940
14,18,RAB,1,5,49,5,2,FORCED,5,1550,4210
14,18,RAB,1,6,49,6,2,FORCED,6,1550,4440
14,18,RAB,1,7,49,5,3,not_forced,6,1550,4710
14,18,RAB,1,8,49,5,4,not_forced,6,1550,4960
14,18,RAB,1,9,49,5,5,not_forced,6,1550,5220
14,18,RAB,1,10,49,5,6,not_forced,6,1550,5480
14,18,RAB,1,11,49,6,3,not_forced,6,1550,5750
14,18,RAB,1,12,49,6,4,not_forced,6,1550,6010
14,18,RAB,1,13,49,6,5,not_forced,6,1550,6280
14,18,RAB,1,14,49,6,6,not_forced,6,1550,6530
14,18,RAB,1,15,49,2,0,not_forced,6,1550,6790
14,18,RAB,1,16,49,2,1,not_forced,6,1550,7050
14,18,RAB,1,17,49,3,0,not_forced,6,1550,7320
14,18,RAB,1,18,49,3,1,not_forced,6,1550,7570
14,18,RAB,1,19,49,4,0,not_forced,6,1550,7840
14,18,RAB,1,20,49,4,1,not_forced,6,1550,8110
14,18,RAB,1,21,49,2,2,not_forced,6,1550,8370
14,18,RAB,1,22,49,3,2,not_forced,6,1550,8640
14,18,RAB,1,23,49,4,2,not_forced,6,1550,8910
14,18,RAB,1,24,49,2,3,not_forced,6,1550,9180
14,18,RAB,1,25,49,2,4,not_forced,6,1550,9450
14,18,RAB,1,26,49,2,5,not_forced,6,1550,9740
14,18,RAB,1,27,49,2,6,not_forced,6,1550,10000
14,18,RAB,1,28,49,3,3,not_forced,6,1550,10280
14,18,RAB,1,29,49,3,4,not_forced,6,1550,10570
14,18,RAB,1,30,49,3,5,not_forced,6,1550,10850
14,18,RAB,1,31,49,3,6,not_forced,6,1550,11130
14,18,RAB,1,32,49,4,3,not_forced,6,1550,11430
14,18,RAB,1,33,49,4,4,not_forced,6,1550,11720
14,18,RAB,1,34,49,4,5,not_forced,6,1550,12000
14,18,RAB,1,35,49,4,6,not_forced,6,1550,12280
14,18,RAB,1,36,49,0,0,not_forced,6,1550,16030
14,18,RAB,1,37,49,0,1,not_forced,6,1550,19750
14,18,RAB,1,38,49,1,0,not_forced,6,1550,23430
14,18,RAB,1,39,49,1,1,not_forced,6,1550,27090
14,18,RAB,1,40,49,0,2,not_forced,6,1550,31710
14,18,RAB,1,41,49,1,2,not_forced,6,1550,36330
14,18,RAB,1,42,49,0,3,not_forced,6,1550,40940
14,18,RAB,1,43,49,0,4,not_forced,6,1550,45560
14,18,RAB,1,44,49,0,5,not_forced,6,1550,50180
14,18,RAB,1,45,49,0,6,not_forced,6,1550,54820
14,18,RAB,1,46,49,1,3,not_forced,6,1550,59440
14,18,RAB,1,47,49,1,4,not_forced,6,1550,64070
14,18,RAB,1,48,49,1,5,not_forced,6,1550,68690
14,18,RAB,1,49,49,1,6,not_forced,6,1550,73330
FINAL_RAB,14,18,1550,43,true,76510
14,18,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,6,1550,76510
FORCED_VARS,14,18,6,p50 p51 p52 p60 p61 p62
