k,l,mode,iter,idx_of_list,idx_total,i,j,verdict,forced_so_far,eqs_total,ms
15,16,RAB,1,1,49,6,0,FORCED,1,1683,1200
15,16,RAB,1,2,49,6,1,FORCED,2,1683,2060
15,16,RAB,1,3,49,6,2,FORCED,3,1683,2760
15,16,RAB,1,4,49,5,0,FORCED,4,1683,3300
15,16,RAB,1,5,49,5,1,FORCED,5,1683,3720
15,16,RAB,1,6,49,5,2,FORCED,6,1683,4060
15,16,RAB,1,7,49,6,3,FORCED,7,1683,4320
15,16,RAB,1,8,49,6,4,FORCED,8,1683,4510
15,16,RAB,1,9,49,5,3,FORCED,9,1683,4630
15,16,RAB,1,10,49,5,4,FORCED,10,1683,4720
15,16,RAB,1,11,49,2,0,not_forced,10,1683,4780
15,16,RAB,1,12,49,3,0,not_forced,10,1683,4840
15,16,RAB,1,13,49,4,0,not_forced,10,1683,4910
15,16,RAB,1,14,49,2,1,not_forced,10,1683,4980
15,16,RAB,1,15,49,2,2,not_forced,10,1683,5040
15,16,RAB,1,16,49,3,1,not_forced,10,1683,5110
15,16,RAB,1,17,49,3,2,not_forced,10,1683,5170
15,16,RAB,1,18,49,4,1,not_forced,10,1683,5240
15,16,RAB,1,19,49,4,2,not_forced,10,1683,5300
15,16,RAB,1,20,49,2,3,not_forced,10,1683,5370
15,16,RAB,1,21,49,2,4,not_forced,10,1683,5440
15,16,RAB,1,22,49,3,3,not_forced,10,1683,5510
15,16,RAB,1,23,49,3,4,not_forced,10,1683,5590
15,16,RAB,1,24,49,4,3,not_forced,10,1683,5660
15,16,RAB,1,25,49,4,4,not_forced,10,1683,5730
15,16,RAB,1,26,49,6,5,not_forced,10,1683,5850
15,16,RAB,1,27,49,6,6,not_forced,10,1683,5970
15,16,RAB,1,28,49,1,0,not_forced,10,1683,6050
15,16,RAB,1,29,49,5,5,not_forced,10,1683,6160
15,16,RAB,1,30,49,5,6,not_forced,10,1683,6270
15,16,RAB,1,31,49,1,1,not_forced,10,1683,6360
15,16,RAB,1,32,49,1,2,not_forced,10,1683,6440
15,16,RAB,1,33,49,1,3,not_forced,10,1683,6570
15,16,RAB,1,34,49,1,4,not_forced,10,1683,6710
15,16,RAB,1,35,49,2,5,not_forced,10,1683,6940
15,16,RAB,1,36,49,2,6,not_forced,10,1683,7170
15,16,RAB,1,37,49,3,5,not_forced,10,1683,7400
15,16,RAB,1,38,49,3,6,not_forced,10,1683,7630
15,16,RAB,1,39,49,4,5,not_forced,10,1683,7860
15,16,RAB,1,40,49,4,6,not_forced,10,1683,8090
15,16,RAB,1,41,49,0,0,not_forced,10,1683,8310
15,16,RAB,1,42,49,1,5,not_forced,10,1683,8550
15,16,RAB,1,43,49,1,6,not_forced,10,1683,8780
15,16,RAB,1,44,49,0,1,not_forced,10,1683,9010
15,16,RAB,1,45,49,0,2,not_forced,10,1683,9230
15,16,RAB,1,46,49,0,3,not_forced,10,1683,9460
15,16,RAB,1,47,49,0,4,not_forced,10,1683,9690
15,16,RAB,1,48,49,0,5,not_forced,10,1683,9920
15,16,RAB,1,49,49,0,6,not_forced,10,1683,10150
FINAL_RAB,15,16,1683,39,true,10290
15,16,RAB,1,0,0,-1,-1,RESULT_RAB_TRUE,10,1683,10290
FORCED_VARS,15,16,10,p50 p51 p52 p53 p54 p60 p61 p62 p63 p64
